Date,Month,Region,State,Salesperson,Customer,Product,Category,Units,Unit Price,Sales,Cost,Profit,Channel,Target,Returned
3/8/2025,March,South,Tamil Nadu,Arun,Cust158,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Retail,198000.00,No
3/9/2025,March,West,Maharashtra,Priya,Cust200,Desk,Furniture,5,12000.00,60000.00,45000.00,15000.00,Online,66000.00,Yes
3/9/2025,March,South,Tamil Nadu,Rahul,Cust228,Chair,Furniture,4,7000.00,28000.00,20000.00,8000.00,Online,30800.00,No
3/9/2025,March,South,Tamil Nadu,Neha,Cust374,Desk,Furniture,3,12000.00,36000.00,27000.00,9000.00,Online,39600.00,No
3/10/2025,March,South,Karnataka,Priya,Cust965,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Online,158400.00,No
3/10/2025,March,East,West Bengal,Karan,Cust412,Desk,Furniture,1,12000.00,12000.00,9000.00,3000.00,Retail,13200.00,No
3/10/2025,March,West,Maharashtra,Karan,Cust316,Laptop,Electronics,5,65000.00,325000.00,260000.00,65000.00,Distributor,357500.00,No
3/11/2025,March,North,Delhi,Vijay,Cust687,Desk,Furniture,10,12000.00,120000.00,90000.00,30000.00,Retail,132000.00,No
3/11/2025,March,East,West Bengal,Karan,Cust569,Chair,Furniture,4,7000.00,28000.00,20000.00,8000.00,Distributor,30800.00,No
3/11/2025,March,South,Karnataka,Asha,Cust797,Laptop,Electronics,3,65000.00,195000.00,156000.00,39000.00,Online,214500.00,No
3/12/2025,March,South,Tamil Nadu,Neha,Cust508,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Retail,53900.00,No
3/12/2025,March,South,Karnataka,Neha,Cust106,Monitor,Electronics,1,15000.00,15000.00,11000.00,4000.00,Distributor,16500.00,No
3/12/2025,March,North,Delhi,Asha,Cust307,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Retail,118800.00,No
3/13/2025,March,West,Maharashtra,Karan,Cust395,Laptop,Electronics,3,65000.00,195000.00,156000.00,39000.00,Distributor,214500.00,No
3/13/2025,March,North,Delhi,Asha,Cust111,Monitor,Electronics,2,15000.00,30000.00,22000.00,8000.00,Distributor,33000.00,No
3/13/2025,March,East,West Bengal,Priya,Cust641,Monitor,Electronics,2,15000.00,30000.00,22000.00,8000.00,Retail,33000.00,No
3/14/2025,March,West,Maharashtra,Neha,Cust765,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Retail,286000.00,No
3/14/2025,March,South,Karnataka,Rahul,Cust940,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Distributor,79200.00,No
3/14/2025,March,West,Maharashtra,Vijay,Cust979,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Online,39600.00,No
3/15/2025,March,South,Karnataka,Rahul,Cust204,Desk,Furniture,1,12000.00,12000.00,9000.00,3000.00,Online,13200.00,No
3/15/2025,March,South,Tamil Nadu,Meera,Cust297,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Retail,79200.00,No
3/15/2025,March,South,Karnataka,Priya,Cust662,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Retail,71500.00,No
3/16/2025,March,North,Delhi,Arun,Cust380,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Retail,217800.00,No
3/16/2025,March,West,Maharashtra,Karan,Cust135,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Distributor,143000.00,No
3/16/2025,March,South,Karnataka,Neha,Cust527,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Distributor,79200.00,No
3/17/2025,March,South,Tamil Nadu,Meera,Cust961,Desk,Furniture,7,12000.00,84000.00,63000.00,21000.00,Distributor,92400.00,No
3/17/2025,March,East,West Bengal,Asha,Cust630,Chair,Furniture,5,7000.00,35000.00,25000.00,10000.00,Distributor,38500.00,No
3/17/2025,March,South,Karnataka,Rahul,Cust183,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Online,286000.00,No
3/18/2025,March,East,West Bengal,Vijay,Cust416,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Online,92400.00,No
3/18/2025,March,South,Tamil Nadu,Karan,Cust663,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Online,715000.00,No
3/18/2025,March,North,Delhi,Asha,Cust699,Monitor,Electronics,2,15000.00,30000.00,22000.00,8000.00,Online,33000.00,No
3/19/2025,March,East,West Bengal,Neha,Cust309,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Online,286000.00,No
3/19/2025,March,West,Maharashtra,Priya,Cust870,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Online,84700.00,No
3/19/2025,March,East,West Bengal,Meera,Cust726,Desk,Furniture,12,12000.00,144000.00,108000.00,36000.00,Distributor,158400.00,No
3/20/2025,March,South,Tamil Nadu,Rahul,Cust140,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Distributor,143000.00,No
3/20/2025,March,South,Tamil Nadu,Arun,Cust866,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Online,217800.00,No
3/20/2025,March,North,Delhi,Asha,Cust776,Monitor,Electronics,2,15000.00,30000.00,22000.00,8000.00,Online,33000.00,Yes
3/21/2025,March,North,Delhi,Rahul,Cust310,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Distributor,79200.00,No
3/21/2025,March,West,Maharashtra,Neha,Cust494,Laptop,Electronics,9,65000.00,585000.00,468000.00,117000.00,Online,643500.00,No
3/21/2025,March,North,Delhi,Priya,Cust303,Printer,Electronics,7,18000.00,126000.00,101500.00,24500.00,Online,138600.00,No
3/22/2025,March,North,Delhi,Vijay,Cust328,Desk,Furniture,11,12000.00,132000.00,99000.00,33000.00,Distributor,145200.00,No
3/22/2025,March,South,Tamil Nadu,Karan,Cust869,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Online,77000.00,No
3/22/2025,March,North,Delhi,Meera,Cust381,Printer,Electronics,9,18000.00,162000.00,130500.00,31500.00,Retail,178200.00,No
3/23/2025,March,North,Delhi,Neha,Cust692,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Distributor,158400.00,Yes
3/23/2025,March,North,Delhi,Karan,Cust237,Printer,Electronics,1,18000.00,18000.00,14500.00,3500.00,Online,19800.00,Yes
3/23/2025,March,South,Karnataka,Arun,Cust467,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Online,118800.00,No
3/24/2025,March,East,West Bengal,Rahul,Cust636,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Online,217800.00,No
3/24/2025,March,East,West Bengal,Karan,Cust646,Monitor,Electronics,12,15000.00,180000.00,132000.00,48000.00,Online,198000.00,No
3/24/2025,March,East,West Bengal,Rahul,Cust750,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Distributor,52800.00,No
3/25/2025,March,West,Maharashtra,Karan,Cust611,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Retail,99000.00,No
3/25/2025,March,South,Tamil Nadu,Karan,Cust684,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Online,143000.00,Yes
3/25/2025,March,North,Delhi,Asha,Cust234,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Online,99000.00,No
3/26/2025,March,West,Maharashtra,Asha,Cust793,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Distributor,46200.00,No
3/26/2025,March,East,West Bengal,Neha,Cust735,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Online,99000.00,No
3/26/2025,March,East,West Bengal,Asha,Cust856,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Retail,99000.00,No
3/27/2025,March,East,West Bengal,Karan,Cust960,Laptop,Electronics,9,65000.00,585000.00,468000.00,117000.00,Distributor,643500.00,No
3/27/2025,March,South,Tamil Nadu,Karan,Cust590,Printer,Electronics,9,18000.00,162000.00,130500.00,31500.00,Online,178200.00,Yes
3/27/2025,March,South,Karnataka,Priya,Cust944,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Distributor,429000.00,No
3/28/2025,March,East,West Bengal,Neha,Cust923,Monitor,Electronics,8,15000.00,120000.00,88000.00,32000.00,Online,132000.00,No
3/28/2025,March,North,Delhi,Rahul,Cust116,Printer,Electronics,7,18000.00,126000.00,101500.00,24500.00,Retail,138600.00,No
3/28/2025,March,South,Tamil Nadu,Arun,Cust193,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Retail,143000.00,No
3/29/2025,March,South,Tamil Nadu,Karan,Cust689,Laptop,Electronics,8,65000.00,520000.00,416000.00,104000.00,Retail,572000.00,No
3/29/2025,March,North,Delhi,Priya,Cust975,Desk,Furniture,1,12000.00,12000.00,9000.00,3000.00,Online,13200.00,No
3/29/2025,March,West,Maharashtra,Neha,Cust233,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Distributor,99000.00,No
3/30/2025,March,East,West Bengal,Arun,Cust139,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Distributor,158400.00,No
3/30/2025,March,South,Tamil Nadu,Neha,Cust197,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Distributor,429000.00,No
3/30/2025,March,East,West Bengal,Vijay,Cust682,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Distributor,143000.00,No
3/31/2025,March,East,West Bengal,Karan,Cust649,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Retail,99000.00,No
3/31/2025,March,South,Karnataka,Rahul,Cust461,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Retail,99000.00,No
3/31/2025,March,West,Maharashtra,Priya,Cust641,Printer,Electronics,9,18000.00,162000.00,130500.00,31500.00,Online,178200.00,Yes
4/1/2025,April,South,Tamil Nadu,Vijay,Cust994,Monitor,Electronics,11,15000.00,165000.00,121000.00,44000.00,Online,181500.00,No
4/1/2025,April,South,Tamil Nadu,Arun,Cust820,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Retail,99000.00,No
4/1/2025,April,West,Maharashtra,Asha,Cust357,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Retail,79200.00,No
4/2/2025,April,West,Maharashtra,Arun,Cust637,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Distributor,143000.00,No
4/2/2025,April,North,Delhi,Priya,Cust860,Chair,Furniture,9,7000.00,63000.00,45000.00,18000.00,Distributor,69300.00,No
4/2/2025,April,South,Tamil Nadu,Arun,Cust778,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Distributor,39600.00,No
4/3/2025,April,East,West Bengal,Rahul,Cust598,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Online,158400.00,No
4/3/2025,April,South,Karnataka,Neha,Cust240,Monitor,Electronics,10,15000.00,150000.00,110000.00,40000.00,Retail,165000.00,No
4/3/2025,April,North,Delhi,Priya,Cust556,Desk,Furniture,3,12000.00,36000.00,27000.00,9000.00,Online,39600.00,No
4/4/2025,April,South,Karnataka,Priya,Cust898,Monitor,Electronics,12,15000.00,180000.00,132000.00,48000.00,Online,198000.00,No
4/4/2025,April,South,Tamil Nadu,Rahul,Cust498,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Distributor,49500.00,No
4/4/2025,April,North,Delhi,Rahul,Cust314,Printer,Electronics,9,18000.00,162000.00,130500.00,31500.00,Retail,178200.00,Yes
4/5/2025,April,North,Delhi,Rahul,Cust308,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Online,79200.00,No
4/5/2025,April,West,Maharashtra,Karan,Cust182,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Online,99000.00,No
4/5/2025,April,South,Karnataka,Neha,Cust849,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Distributor,217800.00,No
4/6/2025,April,South,Karnataka,Rahul,Cust110,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Online,53900.00,No
4/6/2025,April,North,Delhi,Vijay,Cust860,Desk,Furniture,12,12000.00,144000.00,108000.00,36000.00,Distributor,158400.00,No
4/6/2025,April,West,Maharashtra,Priya,Cust495,Desk,Furniture,9,12000.00,108000.00,81000.00,27000.00,Distributor,118800.00,No
4/7/2025,April,East,West Bengal,Meera,Cust730,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Retail,286000.00,No
4/7/2025,April,East,West Bengal,Neha,Cust296,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Online,7700.00,Yes
4/7/2025,April,South,Tamil Nadu,Meera,Cust671,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Distributor,71500.00,No
4/8/2025,April,West,Maharashtra,Karan,Cust454,Desk,Furniture,1,12000.00,12000.00,9000.00,3000.00,Distributor,13200.00,No
4/8/2025,April,North,Delhi,Neha,Cust581,Printer,Electronics,9,18000.00,162000.00,130500.00,31500.00,Online,178200.00,No
4/8/2025,April,East,West Bengal,Neha,Cust415,Printer,Electronics,1,18000.00,18000.00,14500.00,3500.00,Retail,19800.00,No
4/9/2025,April,East,West Bengal,Asha,Cust420,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Online,118800.00,No
4/9/2025,April,East,West Bengal,Meera,Cust957,Desk,Furniture,8,12000.00,96000.00,72000.00,24000.00,Online,105600.00,No
4/9/2025,April,West,Maharashtra,Karan,Cust624,Desk,Furniture,11,12000.00,132000.00,99000.00,33000.00,Online,145200.00,No
4/10/2025,April,South,Karnataka,Vijay,Cust292,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Online,39600.00,No
4/10/2025,April,North,Delhi,Meera,Cust522,Laptop,Electronics,7,65000.00,455000.00,364000.00,91000.00,Distributor,500500.00,No
4/10/2025,April,South,Tamil Nadu,Arun,Cust168,Desk,Furniture,3,12000.00,36000.00,27000.00,9000.00,Distributor,39600.00,Yes
4/11/2025,April,South,Karnataka,Meera,Cust105,Printer,Electronics,9,18000.00,162000.00,130500.00,31500.00,Distributor,178200.00,Yes
4/11/2025,April,South,Karnataka,Meera,Cust365,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Distributor,99000.00,No
4/11/2025,April,West,Maharashtra,Karan,Cust788,Laptop,Electronics,12,65000.00,780000.00,624000.00,156000.00,Retail,858000.00,No
4/12/2025,April,East,West Bengal,Asha,Cust844,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Distributor,92400.00,No
4/12/2025,April,West,Maharashtra,Karan,Cust189,Printer,Electronics,1,18000.00,18000.00,14500.00,3500.00,Retail,19800.00,No
4/12/2025,April,South,Tamil Nadu,Vijay,Cust967,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Online,99000.00,No
4/13/2025,April,East,West Bengal,Asha,Cust891,Desk,Furniture,5,12000.00,60000.00,45000.00,15000.00,Online,66000.00,No
4/13/2025,April,East,West Bengal,Arun,Cust527,Laptop,Electronics,9,65000.00,585000.00,468000.00,117000.00,Online,643500.00,No
4/13/2025,April,East,West Bengal,Priya,Cust247,Monitor,Electronics,10,15000.00,150000.00,110000.00,40000.00,Retail,165000.00,No
4/14/2025,April,South,Karnataka,Arun,Cust175,Chair,Furniture,9,7000.00,63000.00,45000.00,18000.00,Distributor,69300.00,No
4/14/2025,April,North,Delhi,Meera,Cust268,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Online,53900.00,No
4/14/2025,April,West,Maharashtra,Asha,Cust967,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Distributor,7700.00,No
4/15/2025,April,East,West Bengal,Meera,Cust190,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Distributor,158400.00,No
4/15/2025,April,East,West Bengal,Priya,Cust576,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Distributor,84700.00,No
4/15/2025,April,South,Karnataka,Rahul,Cust663,Monitor,Electronics,4,15000.00,60000.00,44000.00,16000.00,Distributor,66000.00,No
4/16/2025,April,West,Maharashtra,Rahul,Cust945,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Retail,158400.00,No
4/16/2025,April,East,West Bengal,Priya,Cust369,Printer,Electronics,12,18000.00,216000.00,174000.00,42000.00,Distributor,237600.00,No
4/16/2025,April,East,West Bengal,Priya,Cust117,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Distributor,118800.00,No
4/17/2025,April,West,Maharashtra,Asha,Cust454,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Online,53900.00,No
4/17/2025,April,North,Delhi,Meera,Cust721,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Distributor,49500.00,No
4/17/2025,April,South,Tamil Nadu,Neha,Cust575,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Distributor,118800.00,No
4/18/2025,April,South,Karnataka,Vijay,Cust206,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Online,39600.00,No
4/18/2025,April,South,Tamil Nadu,Rahul,Cust801,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Retail,71500.00,No
4/18/2025,April,South,Tamil Nadu,Neha,Cust343,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Distributor,79200.00,No
4/19/2025,April,North,Delhi,Priya,Cust891,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Distributor,53900.00,No
4/19/2025,April,South,Karnataka,Priya,Cust998,Chair,Furniture,3,7000.00,21000.00,15000.00,6000.00,Online,23100.00,No
4/19/2025,April,East,West Bengal,Vijay,Cust656,Desk,Furniture,8,12000.00,96000.00,72000.00,24000.00,Distributor,105600.00,No
4/20/2025,April,West,Maharashtra,Vijay,Cust313,Monitor,Electronics,1,15000.00,15000.00,11000.00,4000.00,Online,16500.00,No
4/20/2025,April,South,Tamil Nadu,Neha,Cust691,Laptop,Electronics,12,65000.00,780000.00,624000.00,156000.00,Distributor,858000.00,No
4/20/2025,April,South,Tamil Nadu,Karan,Cust421,Monitor,Electronics,12,15000.00,180000.00,132000.00,48000.00,Retail,198000.00,No
4/21/2025,April,East,West Bengal,Neha,Cust215,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Distributor,92400.00,No
4/21/2025,April,East,West Bengal,Asha,Cust569,Desk,Furniture,7,12000.00,84000.00,63000.00,21000.00,Retail,92400.00,No
4/21/2025,April,West,Maharashtra,Vijay,Cust101,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Online,198000.00,No
4/22/2025,April,East,West Bengal,Karan,Cust389,Desk,Furniture,11,12000.00,132000.00,99000.00,33000.00,Distributor,145200.00,No
4/22/2025,April,East,West Bengal,Karan,Cust771,Desk,Furniture,10,12000.00,120000.00,90000.00,30000.00,Distributor,132000.00,No
4/22/2025,April,West,Maharashtra,Asha,Cust207,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Online,715000.00,No
4/23/2025,April,South,Karnataka,Vijay,Cust452,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Distributor,715000.00,No
4/23/2025,April,North,Delhi,Meera,Cust921,Laptop,Electronics,5,65000.00,325000.00,260000.00,65000.00,Retail,357500.00,No
4/23/2025,April,North,Delhi,Neha,Cust345,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Retail,217800.00,No
4/24/2025,April,North,Delhi,Meera,Cust869,Desk,Furniture,11,12000.00,132000.00,99000.00,33000.00,Online,145200.00,No
4/24/2025,April,East,West Bengal,Karan,Cust586,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Online,49500.00,No
4/24/2025,April,North,Delhi,Vijay,Cust350,Printer,Electronics,12,18000.00,216000.00,174000.00,42000.00,Retail,237600.00,Yes
4/25/2025,April,East,West Bengal,Priya,Cust274,Laptop,Electronics,7,65000.00,455000.00,364000.00,91000.00,Online,500500.00,No
4/25/2025,April,South,Karnataka,Meera,Cust419,Laptop,Electronics,11,65000.00,715000.00,572000.00,143000.00,Distributor,786500.00,No
4/25/2025,April,West,Maharashtra,Neha,Cust426,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Distributor,39600.00,No
4/26/2025,April,North,Delhi,Vijay,Cust871,Monitor,Electronics,5,15000.00,75000.00,55000.00,20000.00,Distributor,82500.00,No
4/26/2025,April,South,Karnataka,Priya,Cust811,Monitor,Electronics,4,15000.00,60000.00,44000.00,16000.00,Retail,66000.00,No
4/26/2025,April,East,West Bengal,Rahul,Cust643,Desk,Furniture,9,12000.00,108000.00,81000.00,27000.00,Distributor,118800.00,No
4/27/2025,April,West,Maharashtra,Meera,Cust844,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Retail,53900.00,No
4/27/2025,April,South,Karnataka,Rahul,Cust621,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Online,429000.00,No
4/27/2025,April,West,Maharashtra,Priya,Cust270,Desk,Furniture,5,12000.00,60000.00,45000.00,15000.00,Retail,66000.00,No
4/28/2025,April,West,Maharashtra,Priya,Cust567,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Retail,158400.00,No
4/28/2025,April,North,Delhi,Karan,Cust681,Monitor,Electronics,8,15000.00,120000.00,88000.00,32000.00,Retail,132000.00,No
4/28/2025,April,South,Tamil Nadu,Rahul,Cust719,Printer,Electronics,1,18000.00,18000.00,14500.00,3500.00,Retail,19800.00,No
4/29/2025,April,North,Delhi,Asha,Cust673,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Retail,92400.00,No
4/29/2025,April,East,West Bengal,Asha,Cust316,Printer,Electronics,9,18000.00,162000.00,130500.00,31500.00,Online,178200.00,No
4/29/2025,April,North,Delhi,Neha,Cust523,Chair,Furniture,5,7000.00,35000.00,25000.00,10000.00,Online,38500.00,No
4/30/2025,April,East,West Bengal,Meera,Cust615,Chair,Furniture,3,7000.00,21000.00,15000.00,6000.00,Retail,23100.00,No
4/30/2025,April,South,Tamil Nadu,Asha,Cust328,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Online,715000.00,No
4/30/2025,April,North,Delhi,Rahul,Cust396,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Retail,79200.00,No
5/1/2025,May,South,Tamil Nadu,Arun,Cust230,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Online,52800.00,No
5/1/2025,May,South,Karnataka,Neha,Cust848,Laptop,Electronics,12,65000.00,780000.00,624000.00,156000.00,Online,858000.00,No
5/1/2025,May,North,Delhi,Vijay,Cust998,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Online,198000.00,No
5/2/2025,May,South,Tamil Nadu,Neha,Cust477,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Online,49500.00,No
5/2/2025,May,West,Maharashtra,Karan,Cust511,Chair,Furniture,5,7000.00,35000.00,25000.00,10000.00,Retail,38500.00,No
5/2/2025,May,West,Maharashtra,Rahul,Cust740,Monitor,Electronics,12,15000.00,180000.00,132000.00,48000.00,Retail,198000.00,No
5/3/2025,May,North,Delhi,Priya,Cust702,Chair,Furniture,2,7000.00,14000.00,10000.00,4000.00,Distributor,15400.00,Yes
5/3/2025,May,South,Tamil Nadu,Rahul,Cust703,Monitor,Electronics,1,15000.00,15000.00,11000.00,4000.00,Retail,16500.00,No
5/3/2025,May,South,Karnataka,Rahul,Cust624,Printer,Electronics,3,18000.00,54000.00,43500.00,10500.00,Online,59400.00,No
5/4/2025,May,South,Karnataka,Vijay,Cust376,Monitor,Electronics,11,15000.00,165000.00,121000.00,44000.00,Distributor,181500.00,Yes
5/4/2025,May,South,Karnataka,Karan,Cust497,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Distributor,99000.00,No
5/4/2025,May,North,Delhi,Meera,Cust844,Laptop,Electronics,11,65000.00,715000.00,572000.00,143000.00,Retail,786500.00,No
5/5/2025,May,North,Delhi,Arun,Cust376,Laptop,Electronics,7,65000.00,455000.00,364000.00,91000.00,Distributor,500500.00,No
5/5/2025,May,West,Maharashtra,Vijay,Cust136,Chair,Furniture,3,7000.00,21000.00,15000.00,6000.00,Retail,23100.00,No
5/5/2025,May,East,West Bengal,Vijay,Cust881,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Retail,143000.00,No
5/6/2025,May,West,Maharashtra,Asha,Cust171,Laptop,Electronics,8,65000.00,520000.00,416000.00,104000.00,Distributor,572000.00,No
5/6/2025,May,West,Maharashtra,Karan,Cust791,Monitor,Electronics,8,15000.00,120000.00,88000.00,32000.00,Retail,132000.00,No
5/6/2025,May,South,Tamil Nadu,Neha,Cust760,Monitor,Electronics,5,15000.00,75000.00,55000.00,20000.00,Online,82500.00,No
5/7/2025,May,East,West Bengal,Karan,Cust785,Laptop,Electronics,3,65000.00,195000.00,156000.00,39000.00,Distributor,214500.00,No
5/7/2025,May,South,Karnataka,Rahul,Cust998,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Distributor,77000.00,No
5/7/2025,May,West,Maharashtra,Priya,Cust714,Chair,Furniture,8,7000.00,56000.00,40000.00,16000.00,Online,61600.00,No
5/8/2025,May,South,Karnataka,Rahul,Cust864,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Distributor,429000.00,No
5/8/2025,May,North,Delhi,Arun,Cust236,Printer,Electronics,3,18000.00,54000.00,43500.00,10500.00,Distributor,59400.00,No
5/8/2025,May,East,West Bengal,Rahul,Cust469,Desk,Furniture,9,12000.00,108000.00,81000.00,27000.00,Retail,118800.00,No
5/9/2025,May,South,Karnataka,Asha,Cust583,Laptop,Electronics,12,65000.00,780000.00,624000.00,156000.00,Distributor,858000.00,No
5/9/2025,May,West,Maharashtra,Asha,Cust628,Monitor,Electronics,8,15000.00,120000.00,88000.00,32000.00,Online,132000.00,Yes
5/9/2025,May,West,Maharashtra,Karan,Cust104,Laptop,Electronics,11,65000.00,715000.00,572000.00,143000.00,Retail,786500.00,No
5/10/2025,May,West,Maharashtra,Asha,Cust926,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Online,148500.00,Yes
5/10/2025,May,West,Maharashtra,Priya,Cust202,Monitor,Electronics,1,15000.00,15000.00,11000.00,4000.00,Distributor,16500.00,No
5/10/2025,May,South,Karnataka,Priya,Cust248,Monitor,Electronics,5,15000.00,75000.00,55000.00,20000.00,Distributor,82500.00,No
5/11/2025,May,North,Delhi,Neha,Cust537,Monitor,Electronics,10,15000.00,150000.00,110000.00,40000.00,Retail,165000.00,No
5/11/2025,May,South,Karnataka,Rahul,Cust595,Monitor,Electronics,7,15000.00,105000.00,77000.00,28000.00,Distributor,115500.00,No
5/11/2025,May,South,Tamil Nadu,Karan,Cust473,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Online,198000.00,No
5/12/2025,May,North,Delhi,Arun,Cust626,Desk,Furniture,11,12000.00,132000.00,99000.00,33000.00,Online,145200.00,No
5/12/2025,May,North,Delhi,Asha,Cust261,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Retail,99000.00,No
5/12/2025,May,North,Delhi,Neha,Cust423,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Online,99000.00,No
5/13/2025,May,South,Tamil Nadu,Meera,Cust649,Printer,Electronics,7,18000.00,126000.00,101500.00,24500.00,Online,138600.00,No
5/13/2025,May,South,Tamil Nadu,Priya,Cust862,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Retail,49500.00,No
5/13/2025,May,South,Karnataka,Meera,Cust560,Desk,Furniture,3,12000.00,36000.00,27000.00,9000.00,Distributor,39600.00,No
5/14/2025,May,South,Tamil Nadu,Neha,Cust432,Laptop,Electronics,5,65000.00,325000.00,260000.00,65000.00,Online,357500.00,No
5/14/2025,May,East,West Bengal,Arun,Cust444,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Online,715000.00,No
